"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Liechtenstein","LIE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","422303067.226891","397732379.895187","406964149.761212","399446960.651882","403001604.940693","439915966.386555","391806722.689076","380452674.897119","371463229.31524","361512605.042017","584537815.12605","582154882.154882","570184254.606365","700156250","944812030.075188","1042225392.29672","1043162901.30797","1387936865.83991","950352338.244715","1134232498.39435","1296672716.27344","1345038961.03896","1304565112.92648","1360645983.8504","1740762578.61635","1555117820.32401","1519200571.0207","1682818336.16299","1819710782.77271","1904743411.92788","2424288567.14928","2586802030.45685","3082683093.77139","3499647668.39378","3962059894.77944","4638263414.63415","4860502985.34467","5514301315.4772","5712292924.60133","5575176093.19506","6475000000","5879570277.5291","5773455293.74869","6543193120.59677","7300256942.38561","7892069651.74129","8516554444.01693","9419047188.57349","10114271208.3449","8972411693.05725","11091641606.2268","13643528986.1626","13561653605.0157","15096878630.625","16735895519.3015","16927064822.7159","17447786337.409","19116942656.5665",
"Lower middle income","LMC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","13611955063.9514","14479125768.7547","15378626150.6401","17946329162.9015","18280627099.7336","21444757027.0732","29663936352.2613","49039266564.9836","48039606088.696","56188939477.2097","68965193885.572","70029637252.2287","94374790789.3896","125755879293.404","122383223007.072","108741743571.011","107048107405.029","109472560936.045","104667164224.314","99173875411.9855","113711080387.048","124093676007.33","143319951214.903","152682158704.406","166771504631.118","182031092538.387","185417150148.76","205379792099.868","249817704607.97","269493395260.015","289974888820.099","265225152872.022","280373420020.064","338116502644.124","326648091808.531","353452673569.723","411778073405.704","506237692454.157","617241971734.945","762375783148.511","902108271048.297","1097358311025.82","926197259971.033","1213283670580.74","1488753985795.61","1507790488311.92","1524927047878.1","1531311566312.47","1341351165211.51","1346984958403.21","1525764545204.94",
"Low & middle income","LMY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","38079158468.1245","38651938921.5845","39174760892.4709","42578576085.3535","44827284321.728","47243056286.0058","50260092262.1722","51468106130.0745","55041485098.5731","59322882162.7782","65128330761.5846","71726537563.5808","84693527403.2863","123122200243.607","207479216909.384","204763038034.924","234317099372.131","263358809545.396","273528074973.361","376521293775.091","467284043408.685","438439178397.201","435906473986.88","447351085915.948","472977217367.81","457800635972.055","415982757469.758","503453979437.402","574553281807.83","631021485916.794","662606560050.782","675166310960.258","957901434125.044","855561176447.807","905970135947.629","1063036151846.02","1148686931599.11","1234845395881.36","1170489375143.36","1237655592047.82","1504263241159.09","1477648060562.37","1618184159160.73","1931457475492.9","2490211583097.1","3084659064937.27","3718682578943.68","4461318642397.01","5380847166234.94","4298731100937.43","5511223261747.5","6735814932157.33","7037718900602.54","7215243799713.06","7240355260274.17","6399669491750.85","6135951226732.41","6900172405792.73",
"Lesotho","LSO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4059918.80162397","4479910.40179196","6019879.60240795","6999860.00279994","7979840.40319194","8539829.20341593","6159876.80246395","7139857.20285594","7419851.60296794","8959820.80358393","8399832.00335993","9787472.03579418","13008976.1935736","17291066.2824208","20603384.8417954","21636240.7031778","26448942.0423183","22999080.0367985","45998160.073597","64133016.6270784","90652285.5675398","83760683.7606838","","","","","","","","","","","","","","","","","","","","","","","","","","895709867.431232","935020711.276812","779280149.167424","941238335.245588","1230764223.0516","1035831047.50305","904863600.736643","931258154.829428","1012112207.53831","967977359.213198","",
"Late-demographic dividend","LTE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","218840446238.286","238787200491.42","262708438886.037","264162789674.92","265009213333.538","324662729155.708","389474967050.765","423969498062.959","435620539682.668","443820812143.488","730538185178.609","614703494616.149","647789736290.704","771364378640.779","813754336712.735","874897167953.65","859101300833.521","908011247205.868","1085028010268.35","1116825152257.42","1233140429642.87","1520813696835.04","1957436431636.27","2409746548525.57","2946875021611.71","3577796376403.94","4324557612291.67","3476490956133.33","4305151067698.79","5365249189868.67","5649016789986.9","5926816975536.54","6041991699344.4","5472343234238.49","5237108587945.83","5837522497377.15",
"Lithuania","LTU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2923571819.56412","3516751057.40181","4550758135.52007","4397764695.72723","3556785498.48943","4447864825.20501","5396324039.70652","6759675495.44473","8681096785.10998","10723990437.1585","14066594601.3186","16806254611.62","20011475095.7854","27341329284.3553","19446386016.1245","24255344866.2041","32605661503.5772","34974038911.0059","39019464288.9708","39348301661.6314","31478821935.4405","31845140205.1944","38351581028.9148",
"Luxembourg","LUX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","624460982.263862","626766230.058913","606449894.580347","629020772.213136","728221194.984743","764941218.351552","769553779.344538","787253817.353568","883320559.232941","1070671189.53083","1329068172.65026","1373183408.99711","1616746860.966","2391453425.79176","3351628831.81442","2962623999.12252","3094677847.43992","3376094766.46033","4054754066.86307","5145362272.97744","5465920126.91406","4491552694.48066","4201668461.94596","4187632504.93097","4602357023.17788","5092057001.15497","6806418909.15658","8235438465.69422","9471118156.88426","10377116195.7412","12938305166.5862","13991836266.9817","15536833626.0979","15987176888.9925","18358957439.1126","22122543787.63","23197377198.6971","22858829499.3234","25499574349.8555","29091180481.5683","31573110374.0556","31363940044.7427","33526829474.873","41055191873.5892","53080876583.0643","60381926377.3163","74753899134.3621","93068291814.9466","104501398857.478","84283396776.8825","92868058802.6023","106802035036.979","105672833299.284","117692851838.558","138113678968.927","128687924078.065","129732227624.721","143540514060.464",
"Latvia","LVA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000868511.12379","2414915773.35375","2591640454.87539","2811791969.49839","2638963487.86933","2927652375.43453","3177771434.96754","3492097544.33834","4243384577.54274","5617268114.99935","7306359676.41568","8573078755.95686","11881893037.8881","14075490425.3764","11149111759.7998","12747568174.0994","16317924893.307","17240223966.4339","18244834997.9574","19033161712.9988","16292633495.5505","16554485038.5745","18299914574.8583",
"Macao SAR, China","MAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","1263130842.62263","1274081616.24823","1491151653.93135","1442091313.69705","1661258922.77742","2159229943.31943","2430415640.62383","2822912906.55846","3189751901.25919","3450270479.61721","4034218481.49217","4314850143.07947","4642538597.79154","5213107758.72888","5311809600.32135","5372964026.43161","5041610267.2081","4988676034.48491","6046798489.88899","6258293396.40257","6875171160.40531","7657831745.87344","10086634589.0155","10261387325.0864","11682955482.7905","14545850495.8997","16757397039.9372","16948511453.7279","24689835295.2938","33286149011","39204245359.7667","46725745684.8535","47010554519.1621","35342642454.6024","34468987254.6935","39984425616.7456",
"St. Martin (French part)","MAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","480189724.33554","440667937.950795","428811402.035372","476237545.697066","545400592.826796","535520205.513289","545400652.109475","545400652.109475","604683331.686592","671079932.812963","697776899.515858","738594059.405941","942466527.560424","1300664734.95824","2115085358.59765","2019148673.65824","1717036634.76116","1866986432.17196","2166990664.07469","2706675899.56657","4201460651.32348","4032793921.46627","3822384193.92329","3697970835.14969","3800197491.62931","3824760011.92487","4258784763.4111","4893103407.0246","6425436405.93975","5935155863.43394","7412029591.25487","7205700801.69067","7474470438.0417","6983435380.1484","7454972834.94513","8849422505.8548","9424723998.6691","9365776466.88359","9784245720.71134","10472273407.8577","10408859646.151","11131218818.0129","12213885545.7762","14319582637.0321","16759442726.6576","19275938443.3164","22483549354.2226","27325903592.3977","33064268479.9298","26014198657.0851","30046571306.3727","35175589315.0719","34323976635.2974","35014930700.1368","37725158512.0683","34497711049.4352","36355748151.9246","40136710689.2282",
"Monaco","MCO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865020398.2253","936849956.521739","1057429978.35498","795620000","609819995.81916","641350000.804285","738160000.932633","876450003.683784","1059410002.43857","1317480001.29783","1528364908.40979","1542446634.32614","2088456000.46129","2471513953.0408","2005630355.72838","2279614206.13939","3154805513.43431","3167594167.47857","3461165665.61795","3315711476.53111","2787816032.09608","2944613979.26098","3457695010.54111",
"Madagascar","MDG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","67511336.6387727","102110849.269515","101689130.676281","97047803.6563488","106752579.363341","110127942.430286","155698196.746504","167512782.743335","183124855.499737","191304704.721993","213036048.247836","173264898.788066","191350735.378119","235525938.997678","297715413.656829","362080612.997455","330849221.006116","387925899.226316","457890722.631182","504827951.414295","539332850.676224","413599393.451214","395804802.686451","371192737.431393","390451042.890526","349852993.497892","395835112.720437","424985798.74917","398110235.897823","460862259.988306","511591862.133181","480474065.305989","495520770.893683","516329410.996286","655909631.68039","762625878.489504","818678578.758296","775324578.37398","804590725.068197","909505659.575653","1189643894.16091","1317135939.56373","703929204.169348","1263720593.18386","1424232722.57525","1421705102.35065","1639789577.72381","2226642766.83733","2498337012.08192","1912664301.47585","2180222971.84143","2645585749.96266","2832868949.76584","3187324253.56636","3496455065.37839","3124394744.57938","3350071708.51221","4073064503.88465",
"Maldives","MDV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","65200000","74500000","76600000","76700000","84500000","91100000","96600000","111200000","127900000","150100000","183800000","188069668.292683","222261371.807001","216373321.167883","276649827.437446","","","","","","","","","","","","777109375","1803881343.75","1969750757.8125","1712197742.1875","2007435765.625","2442203731.49692","2475058974.26788","2912618419.05718","3301435734.89392","3144838816.11428","3147546912.89083","3347160842.33554",
"Middle East & North Africa","MEA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199293161436.806","208962105410.505","237478441296.037","271425962758.846","275071253113.428","223890522912.495","273961667200.231","364026652473.515","336261393240.485","353258891578.018","433498003962.299","566242546868.374","754053385574.756","906787156872.147","1061761880269.58","1377446140185.94","999156334654.312","1228874022126.11","1607602173805.15","1782952683103.97","1753606521161.86","1651855152168.18","1235754151726.82","1175225403389.31","1308517505204.33",
"Mexico","MEX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1109120000","1191208000","1302504000","1411096000","1532720000","1667320000","1816952000","1824072000","2066336000","2451096000","2754440000","2995040000","3643200000","4650160000","6054240000","6067120000","7558155844.15584","8442477876.1062","10732745614.0351","15056293859.6491","20806478260.8696","26030530612.2449","26633315602.8369","28288293089.0924","30526865315.8522","28436329311.016","22445889179.4704","27348987810.1872","36496759051.5156","42358817387.7717","48866100760.8618","51459972501.9878","55406026689.0691","61496886634.9981","70636498177.8318","86954944698.8815","106874265073.558","121765264254.594","129490212237.303","147853263357.182","179855862769.153","171520507262.666","174129212924.606","177669541570.118","222268871522.24","266557906477.395","266526112833.969","289778188814.26","307483574130.48","244407308913.309","314142282684.394","366385100577.141","387538503663.769","398972729094.895","419247585931.917","404586096742.237","399775738867.666","435589880712.765",
"Marshall Islands","MHL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31679800","42040900","34486800","36651500","43849500","39972000","54863300","74422600","83455500","80564500","72719000","66864100","53566700","",
"Middle income","MIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","36289252007.0781","36740472850.4195","37107694973.2809","40397789468.3458","42355158437.4807","44491771957.5988","47245327727.5792","48379917660.821","51662307502.5981","55562988541.1065","61052351237.1038","67417267208.9047","79757931888.9329","117190605412.143","198801345044.59","195442212169.215","224501149871.191","252988742329.759","262370428270.429","362619678260.586","451399120736.537","423106113404.46","421825404561.153","433838373381.994","458975162871.748","445403896876.506","402610157914.723","489119305403.318","559081082384.057","615041119722.205","643898905980.767","656961415166.228","939545025780.078","836779630358.343","886669425138.456","1039487307025.74","1122052570700.56","1207452750348.26","1144236646204.82","1210373256314.67","1471627505204.68","1445154522483.04","1583850922467.4","1892927812773.67","2442194158726.51","3029503965559.78","3656400772701.1","4386448243598.04","5291014271415.94","4223599314358.4","5416776114630.61","6622874191117.65","6931338674804.94","7099942569115.38","7117837573860.78","6297332058487.72","6039936466224.06","6788411148277.37",
"Macedonia, FYR","MKD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154602473.49823","1075454081.63265","1258971518.36574","1192218793.10345","1291454965.35797","1468792650.91864","1246175438.59649","1393726851.40562","1471501831.50183","1549090801.40598","1243035324.10779","1083159041.17019","1056879741.66198","1367964905.75694","1744831564.14123","2178468743.2153","2592957636.80848","3677794222.19639","4283349694.39449","3084289102.64259","3743089228.01568","4945535690.06213","4421855782.90384","4694505693.46464","5415583660.47837","4905243521.89797","5369960004.80875","6248602866.52459",
"Mali","MLI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","31300697.2738718","35142329.6617006","38082695.2238147","44862014.9339859","57701395.6624358","48804179.7803098","57427636.6912349","68548722.5633733","80256489.4600372","103368690.586544","133914196.818052","141808833.715405","191329879.993381","260555207.412358","204679987.414047","190127213.020566","206683356.688868","235050749.879794","236903550.92674","268401433.530298","325338078.623369","316261773.614882","344950272.453726","419815561.908848","441616280.92046","442408869.48519","446796293.013272","404768734.846805","529405683.760581","524706755.358786","642627487.409825","620691627.349895","696525299.452281","664046686.666396","911806458.733068","1092533988.38029","1212062076.36163","1289098228.83414","1435662175.58939","1961540293.07497","1967357221.48916","2463814072.76779","2212791857.79003","2438724188.68633","2949427814.37361","3346173087.38361","3301881154.96721","3236188474.25746","3149676828.19919","3215942813.10107","3375590496.80241",
"Malta","MLT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","110771069.441583","120412316.777391","137305918.091809","200096030.729834","280721795.300145","349757335.713489","398139351.711603","481215004.574565","583776094.463629","794924550.898204","1011865523.24136","901957038.188277","760449062.5","697201131.73831","687744389.607971","721004117.862372","923257046.100066","1218522365.80517","1421810951.08343","1528217541.26632","1931606510.87397","2127761088.97742","2470701036.47866","2297713307.13083","2577626150.17608","4206104085.60311","4073844687.94664","4098987876.76566","4329207647.25384","4637322427.89496","5138741916.5197","4699990460.74597","5235026235.02623","5877887788.77888","6272795216.74141","6674418604.65116","8341989712.70857","10208185053.3808","13328987842.3905","12599194220.6168","13396158940.3974","15241938976.9252","15219116407.5549","15934390201.8056","16694331033.5677","14746818897.6378","15352476438.0531","",
"Myanmar","MMR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47983870.8270788","30484464.4074696","19367367.6770846","21726064.4001405","19733138.1633936","21391403.1464477","22782752.4440549","27888285.302884","37137771.7903695","37907354.2020232","54060671.8818696","59656394.9353566","6891864384.7412","11834021534.6316","13148404737.4215","12414480082.5317","10806706852.5891","",
"Middle East & North Africa (excluding high income)","MNA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76474471404.359","79519772768.6441","88093518165.9448","100226097354.659","98213375746.899","83059956249.1284","99920676448.425","123315637108.286","121101639589.019","131421515496.582","157548671498.872","204485511364.792","268510552695.211","317406607717.439","382534325172.41","484518200066.099","361424526947.423","436520361028.719","493232220459.506","541654093867.746","498894721121.857","440744624527.054","330258530527.251","323014636253.767","372332625711.978",
"Montenegro","MNE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362369077.306733","445661830.557048","454214751.156861","522751328.734592","871215545.070772","982979728.889442","1104045916.44712","1582816862.85245","1796439138.71393","1427934148.37455","1533339072.84768","1921875173.75591","1785211358.08814","1845630642.59161","1841764627.83601","1707008983.03205","1769814159.29204","1958107955.82601",
"Mongolia","MNG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","551441066.666667","670229033.333333","725268666.666667","612402625","584447425","874014900","930447966.666667","911636900","804344500","467975940","1286298568.42105","381224551.643192","455909517.043537","413198588.873813","588727618.644257","478057767.554153","621954882.466867","537971733.705918","530379659.016624","613886974.292311","638035524.358942","708425456.996203","835170861.897535","1210933087.5405","1483028669.56616","2029426100.06008","2524671785.76775","3037494848.87771","2304668257.15766","3355976968.51778","5470718737.76685","5356224605.54811","4893217336.32341","6388231514.29693","5363184215.45207","5615847873.76333","6831989389.97381",
"Northern Mariana Islands","MNP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169000000","1118000000","1218000000","1017000000","829000000","627000000","488000000","312000000","335000000","317000000","380000000","417000000","451000000","520000000","914000000","",
"Mozambique","MOZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","383021604.938272","351926345.609065","300304232.804233","197975124.378109","139964622.641509","127430555.555556","132475247.524752","156341245.270038","168970453.678994","190304201.906296","205339145.409536","299409550.365981","243064484.706799","224943635.949482","295248814.627176","333235880.21818","464287558.550342","507563810.249835","532690810.637832","539043365.609663","643699708.416518","1006634015.34033","1228212822.02889","1430924893.72348","1976104413.82914","2331864498.50397","2511650688.1673","2888448771.87958","3372260643.77011","3270182860.13308","3199622439.27433","4389315096.5336","4705637322.14765","4864813756.26576","5658110685.84205","4767493590.94604","4039991766.17997","4719734957.1259",
"Mauritania","MRT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","14135559.1518188","15448148.1039362","16154924.7449357","28674991.827366","66134226.7192498","72899117.0376962","77543159.2812888","79562399.7599046","80068728.5174407","77542415.6744706","85440030.7832946","91320699.659612","127800427.81675","156297654.540981","200318123.55749","182944072.32943","198985766.887002","177220679.223843","181656619.056373","213738362.66544","261091414.861096","337094713.225596","300569496.70785","360579111.608163","331390706.247074","409294206.067443","450849239.663866","446624557.202831","481259026.598794","489119625.001831","465365227.956133","501583344.112816","413292159.904397","399900320.348327","576041913.008295","740712210.252142","712724337.93415","590568504.408869","424303359.578938","382886107.849595","387597191.2325","380856483.084281","375319562.035791","335273542.94187","470267924.528302","671152566.411942","1420000000","1506276231.53086","1828003679.24294","1502792640.92036","2204179643.59172","2907510972.06857","2770784334.32746","2852175979.46587","2110645378.89222","1797429370.20187","1760671676.62846","2169725664.93445",
"Mauritius","MUS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","357404774.377011","401979628.592617","438888257.91378","516795865.633075","579102846.062751","510938286.80132","508530696.711888","508533939.28004","506438265.834801","576007770.762506","885091783.995723","1214377785.7154","1381560832.58296","1400870831.09287","1723618259.49474","1779993994.49282","1912138891.74463","1900668631.00635","2018273535.11058","2369969458.71174","2811718232.01342","2573644294.37772","2738791382.37881","2743569789.32573","2813033341.46044","3105567246.72409","2947099659.56879","3179542318.51334","3449606342.16412","3761162454.82469","4107909335.46949","4553278596.90806","5102134060.61969","4352373919.73667","5125648055.50863","6040723193.7574","6276838602.32945","5872859218.14641","6537803380.62021","5705243220.26888","5453703938.16875","5611576096.09819",
"Malawi","MWI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","35979280.4143917","35979280.4143917","39199216.0156797","41719165.6166877","37939241.2151757","44659106.8178636","55998880.0223995","64899199.1162662","58442337.6935077","62402496.099844","70442817.7127085","85690215.4290528","94560878.243513","122787745.636519","153708987.161198","178629312.34082","204052573.932092","241887252.187396","220101931.966339","245440078.344963","307474448.959488","317658885.289847","265466603.505448","253830439.223698","342719683.033819","273689721.365831","271183708.559454","301127359.985512","321828758.833405","298641058.162711","447286489.061527","512800021.403346","417599977.79813","334000000","350201455.97729","424386751.899082","520663213.247542","568774017.586748","573669301.348129","497653765.982204","446401353.289511","480470201.79425","554447969.766559","647237088.539395","655182957.623617","662493075.447225","704974738.860396","1033208210.69747","1205549160.64757","1239972276.68768","1585910431.41612","1662859070.38431","1579664457.03789","1968027960.03028","2040545794.26921","1858203663.00132","1791105412.60704","1838215015.67493",
"Malaysia","MYS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1235091467.39841","1116792728.34183","1123674343.39475","1152839376.71501","1184298379.72037","1333400659.87195","1364204200.96694","1312755749.37933","1446456356.98419","1737779204.23363","1770876747.68065","1725427743.01347","1824777379.77018","3193829083.61642","4609201362.63554","4255105429.71352","5753019436.57539","6618905009.5478","8049866493.9551","11920051590.2029","14135948137.2594","13128294214.6608","13679124646.7415","15468770818.0761","18478779953.917","17185209262.9883","15662760323.8553","20240515042.0702","23425996525.126","27728882678.6769","32783097341.8611","38245926680.2444","44957788510.6216","52793597762.3247","66398033836.3054","83462121212.1212","92359885523.4915","93294414081.9079","83529351814.1052","96016052631.5789","112369473684.211","102435789473.684","109221052631.579","117853947368.421","143927631578.947","162048533178.421","182515947876.343","205486967651.85","229658987619.162","184897417534.402","221686690881.997","254020261437.908","249353146853.147","244491415151.227","249467750313.178","209286903085.392","200657618783.598","224784206120.361",
"North America","NAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","34018307076.544","34885053317.2625","36614823928.586","39304886485.8452","44440049162.639","47157013672.546","52643343822.9084","56705033648.7661","62984808836.8942","68540986344.8457","79086586263.6103","83993959997.1888","95048497076.9688","125344648965.595","165505099763.953","177258944776.536","194724549985.888","207827302840.246","241010603043.188","294719021579.449","356808165822.601","386737869668.418","362844373380.867","362532346183.404","402394848838.644","404410545686.191","423597538534.746","476892674219.184","577686298350.95","646745185398.994","701741208874.579","744483912543.561","789215201476.589","824065252038.66","911691059643.561","1032305926392.43","1102340811026.59","1204456119679.05","1207635501504.97","1276844864881.52","1427152115858.38","1338082982986.64","1307732538067.84","1370792103518.3","1565169238170.08","1741541365006.59","1943692972754.76","2167916087567.76","2376892241547.55","1980338960750.07","2324105322887.47","2655708733727.61","2751955129198.88","2835063013397.39","2943840332369.23","2759219455018.5","2692684128042.73","",
"Namibia","NAM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1704868258.85978","1268703623.51869","1109316080.30945","1034886275.91778","885207076.526808","830106474.626464","1022556849.01532","1068842681.72888","1154154387.50825","1264259427.30774","1215312990.37607","1318542968.89146","1475212307.15288","1515190898.79732","1617131688.63355","1777941551.10143","1811286279.16172","1771921788.19444","1602298916.48427","1602751272.60823","1597772846.47973","1460496759.28077","1546281764.96817","2139539096.06462","2630324999.61299","2937171229.53784","3627795200.47257","4412593266.52851","4612895499.44318","4646398527.20771","5388068786.53773","5649627466.91273","5650574116.93057","5237831322.30635","4950011720.58566","4518400512.58337","4652402493.74524","4857550638.85404",
"New Caledonia","NCL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467609336.522358","448725806.670534","400862303.641382","402533466.885755","413150781.434488","564723523.760659","553535409.93918","542832906.122711","378750570.219114","399928527.954538","","","","","","","","","","","","","","","","","","",
"Niger","NER","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","31918254.3018471","39451760.951098","49364165.6016969","54590795.5203835","54007616.9496815","63869422.7237944","87454924.823892","56105882.4568806","51153496.9216281","58566572.7889542","70011507.8582503","85780084.4197826","105576519.399419","146829467.234328","125912801.348758","201836608.207576","237000514.996662","253675833.647367","399776062.569213","602012070.958073","616701297.691823","524397196.800796","423104824.871847","375494052.140486","334702553.939191","297998034.807825","380827485.602617","464530514.638354","417302495.521633","361801928.618402","367414827.130553","327132330.332934","392904450.383427","251303226.960321","258428745.2898","332540382.779951","368558528.901438","310506255.767392","369279320.78519","320893761.254483","320100542.672558","329206446.86466","345279216.491757","415117034.52321","530113681.105343","565091993.240918","598517738.239833","747917443.89555","958023498.158686","1096776844.22441","1269427007.51297","1339668181.29126","1517491627.77059","1735679297.2229","1729870820.13619","1318932537.95344","1229824539.31022","1349803051.40818",
"Nigeria","NGA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","387783144.337113","410318073.638527","405957160.856783","453486910.261795","510977880.442391","639927201.455971","663026739.465211","576368472.630547","516309673.806524","755704885.902282","1054738905.2219","994778761.061947","1346273637.37486","2413613861.38614","6256020278.83397","5094309927.36077","6613959390.86295","8962875536.48068","7142147922.99899","11728083700.4405","18859387228.6079","13551357733.1759","9166139846.7433","5153296636.08563","4476176340.2747","5019799764.42874","2759280774.55048","6491156081.8084","5318765140.78968","10657187102.2486","10870857548.6126","11423129942.5622","10990586392.0745","5341398233.99559","4396845256.31217","10208818646.9585","11279614500","14964639142.2233","9502656250","12149269911.3367","23995650916.986","20059866961.9073","21261782561.0268","26918827308.5781","26494839564.1442","35534428673.3961","62696705212.6012","56141532540.4326","82982734465.9457","52147056077.936","93240367802.6321","128998531087.247","144918112974.901","92950933817.8082","104803495748.414","51312005361.7053","37301331642.6684","",
"Nicaragua","NIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331866666.666667","251842580.645161","324886597.938144","309280000","358807189.542484","507617767.857143","666412217.795485","725843473.621814","852511351.488659","896202984.284783","899778094.834886","1026990189.1253","1013628825.18336","984614526.315789","1102014234.63983","1336449667.29441","1541276323.25961","2114772100.17075","2454433818.46763","2928943381.90885","2820020610.14283","3544361783.82124","4400102009.87322","4999454106.09555","4965870674.03368","5347156489.68176","5113903653.40025","5155593631.63706","5695185101.12943",
"Netherlands","NLD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","6002580390.69374","6289121521.09683","6729239598.63781","7315166177.64235","8341973000.1328","8990516463.87012","9524528796.23659","10152342093.4039","11387867501.4142","13375537336.4185","16365834662.446","19233414285.7143","23579612537.7644","32429213069.5255","43689383965.8988","47320588096.8979","52688337806.301","58005185058.813","67955377062.5382","85473051631.3303","97803050543.1168","89555170361.2117","86486566394.322","83263454868.3499","83535520741.7582","85650311438.4289","101393927684.835","120445983899.043","134687618352.102","141309937233.711","172173381459.518","179393010961.81","192566144110.276","184887555647.841","206267057997.336","257249519626.681","256929411764.706","250128755364.807","258337036214.175","266247602812.7","274487746452.921","272254138702.461","282715038584.604","341455981941.309","413321331015.644","452015918418.107","503414878936.143","589890500958.117","670738245202.871","541822728535.704","601815824081.051","691378838904.293","679207691082.62","710766080932.617","726273950806.445","632365477699.143","640812488463.181","714364257693.362",
