"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Ethiopia","ETH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331910669.97519","5962716169.22631","5948437727.40764","6474164234.1889","6036017780.42663","5802132325.42829","6234114279.08926",
"European Union","EUU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","66232987858.8081","70560480697.9335","74881794828.8636","81225988514.0237","90798670069.2605","99983990727.6749","109224981433.357","115203247422.637","126135547577.409","145732324132.723","168243421664.877","190490109250.373","228267333383.299","305355566785.795","396683475004.993","431964729583.688","468820963017.337","541376911222.674","653937475089.189","821104939616.522","946367370762.908","879912372371.958","845226508865.324","826805310264.974","843742681103.346","879854250861.235","1081140552505.23","1303618689964.18","1452132053690.47","1541464727260.69","1895032686910.42","1945537328853.73","2104944318723.53","1952937539229.5","2190542904811.17","2683859185858.51","2778726557544.51","2785770110906.06","2903520412406.28","2925994423244.73","3007477137209.22","3045788238783.56","3255545341073.34","3888564506658.13","4672021311664.01","5088360424098.03","5761046539244.66","6768092156244.62","7463540707794.93","5967131429567.21","6571895918685.23","7617320999815","7379732361833.81","7735618743560","8052140101722","7211665919182.96","7276573817824.45","7940862805923.24",
"Fragile and conflict affected situations","FCS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35885645983.8066","40999417680.5282","47477508342.4695","48289974778.4542","43180770732.431","47492790872.2797","61476661114.1565","54960813174.5096","60469091864.6919","73493485670.4498","99973647022.6059","126508975244.314","152691542177.004","182866342686.382","245691501721.273","175442684031.826","223502939750.187","235101639935.91","283013684565.944","274150795479.004","252830855207.416","185317937843.911","166700096755.435","207674014313.875",
"Finland","FIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1102793134.9799","1184896765.11113","1263061706.0589","1313353898.56821","1473319594.17622","1632982176.48405","1721749304.80635","1735527228.52203","1879667028.00209","2286393202.06988","2711046432.61608","2827196504.68883","3487225838.82994","4596304963.43551","6381401607.05845","6523355422.66042","7499615325.43468","8995130588.75609","10101083032.491","13152190505.2664","16534905961.1093","16409479195.3706","15244850129.5177","14631725021.3493","15594578551.6423","15638910207.2141","18858784893.2677","22897335317.1919","26071073205.4016","27400581959.2629","31323277872.8036","27176885752.0953","28745686222.4582","27996252732.3826","35158793397.8372","47992919389.9782","47988609888.6876","47944107204.2149","50182465509.5683","50848071595.994","52835820895.5224","51328859060.4027","54545454545.4545","63751693002.2573","75931214303.4517","82296977987.8125","93487642704.8049","112361073090.61","127905375714.076","91221172547.93","95843300202.5742","107169579443.826","101351212263.349","104790596599.279","101471249975.939","84835845096.8654","86002189070.1013","97196586275.2973",
"Fiji","FJI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","42815766.2762876","35889686.4374764","43823196.0710238","66112580.2795618","78327666.5407379","68127439.8690341","65425264.2174132","72485391.02325","79125157.4487576","90233302.8362306","106385417.860828","123348532.678592","145298109.5492","192898514.228154","274453823.237339","294196374.254776","261891500.501281","316001526.051886","353684459.140293","461648797.41534","574572249.388753","531710741.86754","516194766.194766","489774041.297935","504526233.142435","506241331.48405","537558389.972637","533804968.245036","602670838.285674","741185195.172925","833547167.263151","793101111.412307","795276114.437791","856596186.275782","1029847687.99945","1168242906.91887","1338202807.66764","1278174135.90081","1007398832.29313","1185164500.40617","1097340975.28892","1007247650.00439","1132973615.62028","1386485916.23589","1467801500.28852","1597483560.02365","1548432994.45471","1669828292.86468","2013176883.98067","1421169299.99489","1816399937.44461","2371960740.57551","2402089502.20683","2474584555.22972","2356946063.3676","2177917620.1373","1233565665.72779","",
"France","FRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","9019483361.73158","9513310197.25185","9793338485.40631","10775818755.1311","11993208178.8004","13515048018.2554","14696648797.1883","15703743028.7549","17106381715.5799","19717925360.1787","23725050194.8742","27354090209.5418","33827048114.4343","46340601060.6954","58910256410.2564","67956249043.9039","71988527724.6654","83014174913.0784","102571220930.233","127186247301.881","147148401117.665","135235968617.984","125156203213.894","125614080385.575","126491030548.675","129015184698.496","157252580736.812","183073229291.717","207505781301.619","222041949413.942","266219732562.342","270798744332.054","298940520446.097","275047486680.565","301941162570.888","362214482849.257","370197461212.976","370822656776.804","392709584167.223","389230769230.769","389534733738.714","389070246085.011","411392810088.462","480585778781.038","560012416190.713","593679890560.875","647700414000.753","740120448946.072","820631316830.233","668131425395.943","707910169575.17","813250472648.742","783758210131.325","825465605391.867","846143017568.246","745911734494.106","743372662435.858","797524292020.356",
"Faroe Islands","FRO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489643027.698185","525214300.048737","527644096.943005","569880328.735522","597742789.466351","667607814.563505","705045817.963312","735713451.950174","825149660.321517","959641420.357478","1104332986.799","934358036.89679","1025764122.25956","1212770316.83648","1148726801.89901","1323469187.89951","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","3600000","","","","","","","","","","","","","","","","","","","","","37304014.1030275","41837073.7375575","45844215.401889","57728222.690596","61340640.0566617","61174142.1355626","69724225.0882136","75514613.4193013","96061557.5183771","93471759.5461723","83147824.9330503","82807219.9945772","87818061.412432","",
"Gabon","GAB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","48341345.4526598","52322628.9770515","57972564.2456614","72764821.8143336","90352324.3072579","97934826.1998338","97688671.1600883","130487348.089838","142588991.444188","173872519.372634","160996725.575098","253126078.244313","314647528.123748","425323421.717477","888640848.136214","1068531103.98589","1371832274.31864","1449448283.56197","1475698435.90451","1772269113.97392","2769790000.98409","2447269146.64729","2228502939.26324","2079692035.18531","2104556520.13366","2089867355.9314","1197784951.80843","1401160632.95298","1408435483.22296","1917191499.34906","2740347018.81817","2553606874.55713","2576725001.3034","2136542944.38168","2584714632.27887","2944909770.32081","3568070445.96018","3265552382.90717","2125424483.83071","2779726330.60532","3498457743.60748","2724005628.6266","2793733093.32927","3374014087.74221","4268998464.46462","5748214915.74562","6250057134.3768","7280347814.62017","9646288241.78722","6294591774.47545","8279661684.26961","11229126228.8179","10466055572.76","10089595984.1308","8093787829.85953","6604452282.06297","6184217959.40875","",
"United Kingdom","GBR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","14616021507.196","15258543540.5409","15655395384.6658","16511191128.7229","17491172417.9944","18622333928.5712","20082873495.4395","20542668837.4195","21672959115.8152","24206781922.7881","27902526037.917","31746917741.543","34341107642.3576","42319966193.0426","54134726975.2221","60131751769.9115","63803000539.0836","76429436071.8646","92132689165.8677","117692773401.101","147243570299.791","137573579983.923","129279904088.05","123517042898.287","124456923915.935","133642893223.819","146317372031.662","177765542572.316","195530105122.732","203357496400.524","247134900923.295","250225066137.566","262045550193.05","255401609928.014","288205468472.605","335938141076.219","362578783151.326","392686640471.513","388872143093.74","393179097233.457","409412921773.339","401127105225.277","420412170263.789","479728979591.837","562286708165.507","622238181818.182","719146274149.034","764371748699.48","774711397058.823","622603209222.62","688754984314.562","799277937659.917","791497327717.209","812795126346.154","853874777613.82","790107053896.832","749003762572.525","800593204589.453",
"Georgia","GEO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3101416313.44981","","","1260377049.18033","1452431596.545","686962011.296932","412452356.188495","548000077.071291","594743200.460498","533566016.300321","703050139.134834","787530921.369995","992546704.923259","1270728946.26462","1617346671.53589","2163550063.44128","2545570152.77466","3174516791.37983","3661938154.01127","3201993714.45675","4067800482.52258","5231456092.49926","6045512868.64894","7212863111.69893","7089693096.22246","6260426871.72256","6269425402.45912","7641899541.74138",
"Ghana","GHA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","343177628.740636","340376178.7101","334773278.649029","326368928.557421","344578353.755904","351581978.832244","310960953.389474","304363786.750185","339265245.609408","387311479.814208","472618058.912527","380936174.820699","437465998.836926","528873239.43662","530434782.608696","544148936.170213","434322033.898305","334857142.857143","306108202.443281","451566951.566952","376348547.717842","200813941.813143","134733893.557423","225418866.282653","354924983.692107","479914488.823251","949412973.172926","997843537.414966","945143358.873742","879283843.414793","993968473.144556","1119008152.17391","1104855835.24027","1208400616.33282","1375221757.32218","1583728940.78399","2226974923.5474","2233493164.0625","2533905276.81661","2476240810.20255","2431828408.88236","2404094094.65308","2627858783.44271","3104789916.93586","3490673151.75097","3911596601.56681","5141627932.35134","6072122968.34902","7140126004.34824","7609396365.70131","9484067085.95388","14614446553.777","16926546720.1247","16344112737.3215","15448425167.2529","16587241003.2715","17583870274.6944","18891896221.2109",
"Gibraltar","GIB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","597773146.723816","645766109.126021","640721917.489186","756205506.027721","828657264.768252","914442808.06473","817037843.902439","869557550.706436","769761044.439894","780076675.307646","742664657.470119","740150188.532822","763847002.615392","749004814.035794","734578521.298093","809760047.951535","780999308.072988","894584161.414175","902874206.941495","1021679595.88109","1042519916.77571","1374495438.09918","1516955449.746","1461984378.40278","2121608050.44919","2122772321.79057","2486888002.34322","2187276258.14474","2339257886.87081","1904147713.49529","2729258612.17615","3781725743.44307",
"Gambia, The","GMB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","15991879.9350395","18921647.6870266","16460327.3652378","18244947.9191667","19763788.2206115","18037817.5800642","19980662.5693299","26392974.6240601","37335203.6939622","51496460.1769911","46061463.8091387","50729611.8621893","57876732.0324112","72406269.8580809","103028762.347472","96171239.0714501","95785105.9183228","107765519.593724","90664350.8830669","99013867.8445774","86555971.1191336","109029387.65125","134311832.925884","156436257.18656","189941616.956467","203221078.425759","218510077.902807","212861713.332748","158551983.969609","186875884.035498","184904421.671498","184290229.603341","212639014.948652","198771024.387675","201981794.863774","149998087.612831","157033783.85163","151438811.096896","198101238.424114","204546568.027044","221729727.033354","230768612.252446","226068383.771021","228340664.45482","226367271.169499","237666106.613716","280761041.365959","263866331.457049","243644118.563247","224179018.257424","221079662.863397","211167607.656093",
"Guinea-Bissau","GNB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","3149285.51401726","3265785.71405244","3819957.14258429","5415932.20338983","4956907.89473684","5650808.98313267","5925666.19874294","10697300.6754997","9487896.25360231","8620322.2563114","14039269.9554541","17319393.9393939","12977443.5323605","9829616.69480844","18557846.0316083","14037481.2502193","6817564.96112985","19759984.49642","20460063.6204285","18949946.5512327","24240037.9325829","25670003.18017","11094993.6067854","21009993.7977979","38769882.7169021","29630751.5741491","28460070.2411613","56440727.4049316","29820103.4389589","55800081.5658168","80534492.5104951","83141785.8680001","74157869.5306463","88988426.193173","98042211.3223776","94765920.4414447","76043478.3523345","140527630.956286","171639239.196142","155846071.772942","126796076.990795","282256417.174744","153185354.631877","190931908.347502","212887452.848316","288598265.786005","312319795.915132","368534456.111684",
"Equatorial Guinea","GNQ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","6215976.81436719","6807710.34416894","7958303.3876661","27266666.6666667","30283333.3333333","30680915.238296","20000000","24271428.5714286","23680000","30178928.7308008","22762987.9728027","31132852.7291452","39866867.7518332","44827285.871061","48718293.6490142","48886285.2478871","","","25654477.9896954","24242433.51568","22454966.7758966","24629476.0510353","26814775.1306295","24740161.5534776","36207522.8865578","44680017.3423137","51744880.445811","41778809.8303398","43715341.4616947","44611161.5844916","59586617.7191738","72361481.7069768","67511420.7426558","97206478.2737959","186124911.152797","516224151.206145","429802897.118036","767965731.150167","1276779960.79364","1817557316.56659","2208983805.32124","2953472080.96761","4879108619.44164","7183409023.02907","8303800358.81345","11584326308.4361","17621714169.082","11171995036.7048","13977374277.4246","16017376539.6582","16099258981.5506","14844895150.1903","14338110696.4797","7467697580.26678","5777803383.44603","7059359423.70879",
"Greece","GRC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","378479573.556429","434113891.909364","482808836.798816","556304610.630942","570656727.438363","635675095.953843","887750577.212658","907858461.049097","886879620.248618","1021175822.97038","1035805681.81818","1190229545.45455","1541631818.18182","2600729574.22325","3603867045.45455","4034030818.27843","4376562500","5057519888.99167","6044091836.73469","8266960441.58234","10981808153.4772","11196637146.3715","9399266326.53061","8143969040.24768","8067825876.66264","7715318776.21515","9976099318.40312","11898954705.5863","12441706461.6863","12624099454.4692","14466921969.0456","14929959805.5711","17292882373.9721","15285243460.1665","16843840589.8876","19745092366.5245","20839186296.7157","23223405590.9148","23536857604.0586","27447755167.2704","30865641238.2532","31036299328.8591","30939794466.4032","37446013995.4853","49807418301.4651","52808084317.8709","57872321666.0394","71726594579.7974","82807605390.3618","62641263962.2117","66165509706.8612","73490370904.7261","70468159317.3051","72806344158.8895","76733682179.2433","62031002052.2503","58691179423.8525","66535646370.3715",
"Grenada","GRD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","27000000","34000000","40296296.2962963","39592592.5925926","39296296.2962963","38296296.2962963","39000000","41777777.7777778","55185185.1851852","75888888.8888889","79777777.7777778","86185185.1851852","85333333.3333333","93092592.5925926","97548148.1481481","99566666.6666667","110425925.925926","126766666.666667","123800000","131600000","138940740.740741","165718518.518519","218037037.037037","235727407.407407","197133111.111111","172622222.222222","179535555.555556","197736925.925926","148871259.259259","162306481.481481","209545888.888889","207800814.814815","187237296.296296","183762222.222222","196181925.925926","206490962.962963","214246185.185185","548311296.296296","578320444.444444","592563555.555555","",
"Greenland","GRL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","589143403.615829","715995393.16653","759542430.255632","761014327.033026","814482796.627294","924148212.07901","777481393.049675","852474173.645561","1020042095.85188","978938282.261545","1012250057.86728","1093416481.06904","934570965.680227","1054782706.09522","",
"Guatemala","GTM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","131900000","128700000","134800000","180400000","199900000","223500000","263400000","235600000","269500000","305400000","353600000","343100000","397300000","536500000","708400000","792000000","941700000","1340300000","1303700000","1473600000","1748000000","1471000100","1288999900","1176000000","1231300000","1161565304.34783","1160867534.24658","1122800040","1262786259.54198","1455681818.18182","1608631682.19716","1688639662.74931","1886241441.99899","2018135358.62583","2274655724.02281","2822490792.68922","2791706609.53507","3194396325.67574","3524472507.19379","3481400349.34261","3895385279.26628","5275584493.42122","5464044939.65429","5648997317.65061","6464752708.7397","6817724662.36131","7537173335.43788","8721105938.77471","9673937485.94558","9046866384.85572","10667684326.793","12688236956.3542","12530892565.3595","12773393748.0908","13599161558.1594","13493508517.5315","13418321293.7012","14213557615.1009",
"Guam","GUM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722000000","631000000","846000000","956000000","1006000000","1005000000","973000000","838000000","846000000","928000000","1004000000","1053000000","1057000000","1046000000","1124000000","",
"Guyana","GUY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","82949308.7557604","96774193.5483871","110424079.799335","110599078.341014","111240739.660503","117823529.411765","125764705.882353","143705882.352941","133800000","147700000","151200000","164750000","164000000","160238095.238095","296590909.090909","370500000","300280000","284360000","319880000","317240000","490319960","393107142.857143","254400000","224500000","193263157.894737","218069767.441861","233674418.604651","282142846.938775","263299990","251948536.764706","248683534.177215","356599994.633274","469762447.641887","519140473.11828","567658924.078091","629152003.521127","723896874.643875","746591431.239949","688346951.547645","670497421.319341","684731124.266842","661420532.049831","670242444.601789","666355283.18538","752856480.465943","698037583.989994","734648328.598624","891598429.823664","1015030449.34203","1008663888.20789","1168090286.67847","1425598294.26397","1713200000.19573","1540599999.90263","1348400000.09688","1306200000","1606400000","1606300000",
"High income","HIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","120068251815.93","126004122952.946","134298384699.688","145452129968.299","164261408592.935","179484835832.283","198512813293.316","211622236004.25","235855725937.031","268508512563.216","314231928984.182","353139205442.366","419761415325.631","569312852601.866","766582004812.222","823314625175.252","914916671723.627","1039206263301.3","1229033090526.84","1526964337359.16","1838725164362.89","1853976189694.9","1731036350553.32","1695970813498.6","1792174469526.37","1834454862206.25","2117356670641.17","2499613361292","2879012759510.01","3110078932652.93","3610039409682.61","3789635954092.55","4093961272933.61","4040189519628.15","4507012969634.86","5353307070040.73","5564807771944.25","5726948478233.16","5702639578098.49","5884953326862.83","6404515832153.07","6188622115072.58","6431514809725.86","7410372362970.52","8870387990368.01","9852025826345.02","11138722064618.8","12825394495229.3","14343221036764.9","11588699242072.7","13424439349544.6","15736432090197","15778225884697.7","16248121466822.3","16624255902548.5","14871504548764.4","14742731495999.1","16057761786475.1",
"Hong Kong SAR, China","HKG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","0","1149077545.56591","1263224321.6155","1414306395.93155","1609005531.01451","1675916230.36649","1889960077.40451","2170856894.30187","2451069004.61784","3029243796.77038","3541855147.79662","3999563824.25473","4818662034.24682","6859419022.63674","8133794419.27021","8380004863.0248","11516881422.2802","13104032604.0326","15674787027.3502","20190497131.549","25613432205.9444","28115506414.0411","27405229081.204","28132742388.372","34837426451.7779","37098885865.3797","43008342624.2743","57087313901.7478","71728414040.4817","81399120501.5449","90213099180.9803","106157607576.693","127907138981.474","144855214850.82","162013741524.766","182564440652.55","194351137142.34","204029268544.71","187184486075.426","186851434096.036","216355888694.938","207975842437.298","219708676864.686","243329095392.202","283708654340.01","322201406657.838","358400448003.296","394443817776.297","424120177736.683","381291699992.26","469444859187.561","528967240493.32","566884508277.036","610972021660.65","621071949033.415","606075105136.871","600044445589.58","641926679669.455",
"Honduras","HND","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","71800000","79500000","87200000","90600000","102700000","138700000","157400000","170600000","196700000","186900000","201800000","217000000","235000000","294000000","332500000","345000000","454500000","581500050","698000000","848500000","955500000","892000000","774500000","805000000","853000000","913500000","1012500000","953500000","1043776824.03433","1104827586.2069","1134241245.13619","1059303703.42506","1100056385.16525","1207624192.38502","1367377033.58386","1709071949.94786","1890033783.78378","2153764258.55513","2414992614.47563","2203972125.43554","3833918331.19093","3887472606.1094","4099844097.05711","4403400476.49989","5124977595.28116","5707066081.33573","6077299865.45577","6568499666.26548","7077609446.18732","5766473847.71713","7247910834.02575","9077897775.02894","9431576950.29279","8869036740.06819","9396713234.73355","9475880830.43217","9222684475.58572","10009537150.1803",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2422260313.52695","2628520477.96284","2765666900.48282","2998926463.78998","3480805409.13225","3751388950.88386","4006975656.43276","4210602389.19253","4664858204.86961","5022567985.42599","5604482672.46508","5553274344.72787","6244779704.64153","7550085177.01445","10550597121.2537","10848269616.0811","12284396604.4685","14210179245.9219","15306803612.5659","18417566186.5229","20947716430.6575","19731691266.8594","19591890794.7944","18715204106.9738","20589840972.5616","19370111606.5899","20426112975.1397","20936838867.734","20826328596.758","21717941322.4163","23526526399.7479","23355938050.1677","23069162429.9373","22165038002.952","24418645277.3277","29543922301.8684","32155681125.3869","32442699544.2856","32988041023.0877","31938958301.4814","36847189525.3321","36422885164.0689","40366501672.662","47710409296.8211","59495649818.4322","69250130162.4959","83098980801.751","100164927774.156","121124597170.74","104093709167.723","131513143162.244","159654655021.458","163756995872.037","169572856418.646","174811991324.724","153485208072.431","148734029811.29","172311431324.692",
"Croatia","HRV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6181600653.81968","7276195024.10658","7460809986.04032","7498860842.64454","7123027813.32171","7948707914.03409","9004351231.79284","10125528793.018","13478579179.7166","16402963193.7424","17846645330.4646","20011525977.5866","23436633634.7534","27119322217.7174","21647183146.0887","22516206547.8356","25147080390.7259","23483412816.4368","24858206839.7343","26112766709.5787","23836478121.4003","25162534601.8219","28115823756.7559",
"Haiti","HTI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358172245.494024","170898224.490686","203702652.513441","139173369.867473","256955764.92692","329352514.398265","349065819.247462","368684569.868002","508795815.914639","501951950.421479","444582464.297854","421081007.226656","470453298.265216","509740971.551978","605171352.349682","689118570.952939","789924010.288825","833050231.794829","1034449701.9603","1016035882.27122","1311686990.10427","1334016383.58563","1543038541.18116","1625138098.64221","1745573767.79091","1651665479.60181","1583927483.24193",
"Hungary","HUN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9986200172.60989","10682799848.8384","9294772847.31906","10951805592.9461","18172207829.1906","19525164972.4495","22639499499.9711","25774329214.7404","27298594366.841","31545521427.5184","34841146646.8869","39256792261.6363","47995753136.2193","61956149029.9676","70702972454.9998","85298013213.5558","109005265055.346","125276105913.953","97175485824.227","107133262534.414","122121454328.418","110475071911.152","115824828449.451","122819683149.304","110852356958.105","112652236049.114","125346817684.927",
"IBRD only","IBD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","34417625441.6301","37531697580.5799","39235708381.8556","41448743166.8279","44300885971.0457","45311186002.1625","48316242094.833","52287591579.8283","56819471447.5434","63272098606.1583","75608749719.1884","114724659804.883","193320331389.075","186130155479.199","215912594621.331","240907406429.699","250756758296.942","345618219995.94","424136118989.799","405199365578.984","413061748255.932","432704183372.427","451840251243.619","443169634413.371","399790141445.323","483014309129.708","562889546742.224","611849201644.48","646431314052.245","661891007289.887","953416146631.706","856607905456.776","917772434507.538","1076935547435.98","1164800745039.44","1253374227576.81","1203059579059","1257858881587.51","1515437395162.05","1497698695156.36","1634369281972.98","1958198470386.54","2533611107386.28","3135394246889.71","3772084256898.31","4553565572666.69","5466161775266.24","4373610754245.58","5563546594767.92","6768056363066.27","7040359187658.45","7259822715003.01","7268528969082.18","6461807778564.56","6235258730076.95","7011159513432.99",
"IDA & IBRD total","IBT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","40726041726.6413","44277064463.3167","46701033241.4948","49514118372.3113","52896173546.0174","54020553675.6757","57662615017.7868","62664672788.2963","68492957706.7403","74600710431.1038","88852088987.871","131591643622.697","220549180421.445","212518108441.051","246243857048.713","277623122143.071","286444163607.326","393068261917.352","488276730323.143","460429298106.753","459294278015.707","472461630778.889","492271665120.569","483712341451.819","440762578028.91","530508613121.784","609991437787.249","668060509123.674","707097616392.425","726824304625.714","1017071168193.17","916360647391.802","977414864360.524","1155677928986.51","1249829244108.09","1343695355133.55","1285833471250.95","1343703660001.29","1623694506026.87","1602661228853.26","1745667272092.42","2087616026475.28","2684652759570.38","3316872576545.38","4005931992520.25","4812195917651.46","5790439205409.98","4637546365084.75","5915024763093.85","7213313904736.74","7500296123289.23","7690040346462.37","7723815388840.02","6828873436858.26","6579583685276.53","7393834623485.08",
"IDA total","IDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","7592673745.46017","8091866328.00184","8200572223.51327","8794584202.05066","9739061908.95685","10918343921.476","10700020708.0408","12523997777.1334","16126898112.7544","26111668175.1338","25293616564.6309","29103666311.4803","34929407312.0929","34198864553.6216","45635125186.3657","61108212647.9658","53061724972.4528","45338369730.2447","39606515174.9038","40372032753.1726","40349265747.7679","40164684887.5985","46803983555.1876","47470617285.1539","55898984531.1676","60465238615.5021","64739949383.8034","63249573109.0293","59499835725.4975","59121500498.181","78394879368.6145","84649069767.7907","89882527882.7919","82252687733.5101","85281958553.3725","107702556836.791","104352975128.736","110534445984.515","128430857085.609","149465218975.614","179282431236.458","231905033520.507","255354952071.491","321761483415.64","262381027567.931","351113203014.36","446047508799.388","460564410610.523","428379689826.507","454744127760.32","364980667562.339","341895543150.406","",
"IDA blend","IDB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1683501773.83241","1781567192.81542","1874414519.27931","2076953178.77797","2342311217.82798","2620897239.04089","2766339794.98386","2597968606.6529","2742104398.20581","3191682971.98747","3775450131.55414","3739333312.88358","4906345506.88144","6765848918.47303","13378199908.1762","11655675198.6877","14072361102.6347","17724164493.4982","16228959522.8583","23242401426.097","35317744640.0091","29285078819.1238","24129273755.1754","19438131049.1118","19401473981.55","19619549011.2685","17974954332.6692","23082310519.1947","23309693881.4743","30436341300.6101","31635184905.3529","35833161896.1324","34025890918.6108","29449710937.5554","27638611151.2121","38928206496.18","41056487977.2782","44204707516.3208","36531620638.643","38052819933.5158","52002564348.0581","48016518552.0578","49817192474.6501","60878198129.5386","66701231216.2455","82108871055.443","117091261914.561","117666528264.96","155796048145.412","116227913870.903","171159216162.756","227011064519.38","240997246151.155","190614148773.898","203306294919.552","135773678138.563","114934619214.5","",
"Indonesia","IDN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","497382748.732551","769173673.299209","751533742.331288","1175342465.75342","1345889842.73244","1816385542.16867","3263373493.9759","7482168674.6988","6868915662.6506","8264096385.54217","10760963855.4217","11251894892.7766","15453888931.6103","22088390908.4776","23629067635.2539","20176590282.7461","22488286937.0569","23177770004.1633","20279854572.5696","16387068862.1346","18661070326.1205","21110162562.0034","24640067882.583","28982531189.7609","33063806609.367","38801726176.401","42274397859.4989","46896633113.5023","53185312942.0389","58717201041.7111","60106038403.5787","50555726234.5501","49720260589.8075","67621169165.827","62625875833.9076","63956798804.501","71553141044.9888","82744351781.0167","97387627234.8393","113143424880.155","127226102177.005","152090401421.802","130357798591.185","183480563627.394","235095130017.563","225744402474.106","218308408827.832","210820082760.733","182158299305.404","178256315589.112","206873575100.734",
"IDA only","IDX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","20803361677.6816","20544006261.4502","22131201410.1582","23497374105.6487","23940838221.6792","24985128831.2501","28385036138.1576","28026186342.441","28547399408.0145","29886346861.5219","31588781439.7821","39441401957.6115","43660108854.0006","45690355344.7605","46110217369.9036","47615687783.0848","55808079617.9431","56668605601.7634","61169277599.9564","67866918452.3753","83421828668.9659","97911863670.3216","115505840885.878","138586632811.987","166045520674.969","147729187129.332","179880591316.754","218570685872.284","218773272315.235","238618195034.527","252303912077.303","231064274642.447","229251656092.877","256773248755.903",
"Isle of Man","IMN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
